	sample_id	treatment	ab_count_tmm	ab_name
341	plate_4_172	TREATED	0.0056383689585863	H2A-p
342	plate_4_172	TREATED	0.0034963918566233	Ephrin-B3
343	plate_4_172	TREATED	0.0015270577183541	PLC-g1-p
344	plate_4_172	TREATED	0.0023705314930713	mTOR-p
345	plate_4_172	TREATED	0.0023529432690034	NFKB-p65-p
346	plate_4_172	TREATED	0.0019881256973691	Fak-p
347	plate_4_172	TREATED	0.0022571072731696	Cdc2
348	plate_4_172	TREATED	0.0151922646807357	STAT1-p_p91
349	plate_4_172	TREATED	0.0028269555955339	EGFR-p_AF1095
350	plate_4_172	TREATED	0.0055995994423655	IKB-a-p
351	plate_4_172	TREATED	0.0023523675304332	Jak1-p
352	plate_4_172	TREATED	0.0020406763291117	RSK-p
353	plate_4_172	TREATED	0.0042082119686166	Rb-p
354	plate_4_172	TREATED	0.002897663907918	Fak
355	plate_4_172	TREATED	0.0020861384335749	EGFR-p
356	plate_4_172	TREATED	0.0981165499684977	Frizzled-3
357	plate_4_172	TREATED	0.0026179031096806	CREB-p
358	plate_4_172	TREATED	0.0035385071184651	ERK1-2
359	plate_4_172	TREATED	0.0240979573448045	MAPK-p38-p
360	plate_4_172	TREATED	0.0024756428102112	RSK-p90-p
361	plate_4_172	TREATED	0.0026580850732044	Akt-p_4060
362	plate_4_172	TREATED	0.0171710830484779	BMP2_4
363	plate_4_172	TREATED	0.0138572527094824	cMyc
364	plate_4_172	TREATED	0.0018189161591027	smad1-5-9-p
365	plate_4_172	TREATED	0.0037363153053486	JNK
366	plate_4_172	TREATED	0.0071554359862963	BMPRII
367	plate_4_172	TREATED	0.0076640088389013	IKB-a
368	plate_4_172	TREATED	0.0035047747113969	Akt123-p
369	plate_4_172	TREATED	0.0020101676063689	RelA-p
370	plate_4_172	TREATED	0.0026475540840407	STAT1-p
371	plate_4_172	TREATED	0.0033384575705406	Ribosomal-S6-p
372	plate_4_172	TREATED	0.0018734402231564	smad1-5-p
373	plate_4_172	TREATED	0.0117866530347169	H3-p
374	plate_4_172	TREATED	0.0047006900826571	MKK3-6-p
375	plate_4_172	TREATED	0.0241564423804226	Src
376	plate_4_172	TREATED	0.003374565118069	cFos-p
377	plate_4_172	TREATED	0.0029737105568465	STAT3-p
378	plate_4_172	TREATED	0.0066351598474913	Cyclin-E
379	plate_4_172	TREATED	0.0060881980317399	CDK4
380	plate_4_172	TREATED	0.0133515207507093	Cyclin-B1
381	plate_4_172	TREATED	0.002553244739299	IGFBP-3
382	plate_4_172	TREATED	0.0015758567741584	RelA
383	plate_4_172	TREATED	0.002357181417419	smad1
384	plate_4_172	TREATED	0.0031091183567131	GDK3b-p
385	plate_4_172	TREATED	0.0030795647477417	ERK1-2-p
386	plate_4_172	TREATED	0.004844162485181	MAPK-APK2-p
387	plate_4_172	TREATED	0.0030622731392536	Akt2
388	plate_4_172	TREATED	0.0021374615178599	Src-p
389	plate_4_172	TREATED	0.0514634415142353	JNK-p
390	plate_4_172	TREATED	0.0027041382369404	cJun-p
391	plate_4_172	TREATED	0.0239191594665623	Jak1
392	plate_5_172	TREATED	0.245043873921266	ITGB1
393	plate_5_172	TREATED	0.0032806936085641	MAPK-p38-p2
394	plate_5_172	TREATED	0.0018845113475782	PLC-g2-p
395	plate_5_172	TREATED	0.0020358858751735	STAT5-p
396	plate_5_172	TREATED	0.0118749067931206	LRP6-p
397	plate_5_172	TREATED	0.0047873143998016	H2A-p
398	plate_5_172	TREATED	0.0045476020825811	Ephrin-B3
399	plate_5_172	TREATED	0.0008186781134675275	PLC-g1-p
400	plate_5_172	TREATED	0.0013847139728109	mTOR-p
401	plate_5_172	TREATED	0.0019539476289381	NFKB-p65-p
402	plate_5_172	TREATED	0.0017011152005219	Fak-p
403	plate_5_172	TREATED	0.0022143333636954	Cdc2
404	plate_5_172	TREATED	0.0176335209929163	STAT1-p_p91
405	plate_5_172	TREATED	0.0037603392809468	EGFR-p_AF1095
406	plate_5_172	TREATED	0.004936304743662	IKB-a-p
407	plate_5_172	TREATED	0.0021497775715216	Jak1-p
408	plate_5_172	TREATED	0.0028877016245501	RSK-p
409	plate_5_172	TREATED	0.0062658394757077	Rb-p
410	plate_5_172	TREATED	0.0040523039027216	Fak
411	plate_5_172	TREATED	0.0017576914628049	EGFR-p
412	plate_5_172	TREATED	0.0807314406250833	Frizzled-3
413	plate_5_172	TREATED	0.002289356428607	CREB-p
414	plate_5_172	TREATED	0.0032181191999627	ERK1-2
415	plate_5_172	TREATED	0.0219073574819753	MAPK-p38-p
416	plate_5_172	TREATED	0.0026419758250853	RSK-p90-p
417	plate_5_172	TREATED	0.001811888307044	Akt-p_4060
418	plate_5_172	TREATED	0.0150694565606164	BMP2_4
419	plate_5_172	TREATED	0.0113898041589561	cMyc
420	plate_5_172	TREATED	0.0018589965918313	smad1-5-9-p
421	plate_5_172	TREATED	0.0048439889754321	JNK
422	plate_5_172	TREATED	0.0061444098104594	BMPRII
423	plate_5_172	TREATED	0.0069699604568916	IKB-a
424	plate_5_172	TREATED	0.0036535296174185	Akt123-p
425	plate_5_172	TREATED	0.0013462165405035	RelA-p
426	plate_5_172	TREATED	0.002562028489517	STAT1-p
427	plate_5_172	TREATED	0.004318460981661	Ribosomal-S6-p
428	plate_5_172	TREATED	0.0022082970204055	smad1-5-p
429	plate_5_172	TREATED	0.0081322898198882	H3-p
430	plate_5_172	TREATED	0.0046438786969137	MKK3-6-p
431	plate_5_172	TREATED	0.0217385201942521	Src
432	plate_5_172	TREATED	0.0025094715871048	cFos-p
433	plate_5_172	TREATED	0.0030644178322281	STAT3-p
434	plate_5_172	TREATED	0.0056522082195699	Cyclin-E
435	plate_5_172	TREATED	0.0050029244300118	CDK4
436	plate_5_172	TREATED	0.0147958622536183	Cyclin-B1
437	plate_5_172	TREATED	0.0026121674072252	IGFBP-3
438	plate_5_172	TREATED	0.0014390068160343	RelA
439	plate_5_172	TREATED	0.0030877511348265	smad1
440	plate_5_172	TREATED	0.0028592585819385	GDK3b-p
441	plate_5_172	TREATED	0.004040219870688	ERK1-2-p
442	plate_5_172	TREATED	0.006179715573945	MAPK-APK2-p
443	plate_5_172	TREATED	0.0022464764507652	Akt2
444	plate_5_172	TREATED	0.0021554706694047	Src-p
